DATE_TIME,LATITUDE,LONGITUDE,GEOHASH,MINIMUM_SPEED,MAXIMUM_SPEED,AVERAGE_SPEED,NUMBER_OF_VEHICLES,WEATHER,IS_HOLIDAY,IS_PEAK_HOUR,IS_WEEKEND,SEASON
2024-02-01 00:00:00,41.0641479492188,28.3392333984375,sxk1sg,,130.0,76.0,44.0,Cloudy,1.0,0.0,1.0,Winter
2024-02-01 02:00:00,41.2454223632813,28.0426025390625,sx7fwh,59.0,127.0,97.0,10.0,Snowy,,0.0,1.0,Winter
2024-05-01 02:00:00,41.1740112304688,28.4271240234375,sxk4nz,64.0,126.0,91.0,19.0,Cloudy,0.0,0.0,1.0,Winter
2024-09-01 00:00:00,41.0641479492188,,sx7cx5,65.0,72.0,68.0,3.0,Cloudy,0.0,0.0,,Winter
2024-02-01 01:00:00,41.3388061523438,27.9656982421875,sx7ghm,12.0,114.0,48.0,5.0,Sunny,0.0,,1.0,Winter
2024-01-01 02:00:00,40.8444213867188,29.3060302734375,sxkb6g,39.0,164.0,90.0,66.0,Snowy,0.0,0.0,1.0,Winter
2024-02-01 00:00:00,40.9762573242188,29.1522216796875,sxk9p7,4.0,64.0,30.0,34.0,Snowy,,,1.0,Winter
2024-04-01 00:00:00,41.0531616210938,28.7237548828125,sxk3t9,4.0,,65.0,306.0,Sunny,0.0,0.0,1.0,Winter
2024-07-01 02:00:00,40.8334350585938,29.3280029296875,sxkb73,16.0,153.0,70.0,79.0,Snowy,1.0,0.0,1.0,Winter
2024-07-01 01:00:00,41.1849975585938,28.0865478515625,sx7fr1,110.0,110.0,110.0,1.0,,0.0,0.0,1.0,Winter
2024-10-01 01:00:00,,28.7786865234375,sxk3nu,6.0,52.0,33.0,11.0,Cloudy,0.0,0.0,1.0,Winter
2024-11-01 00:00:00,41.0861206054688,28.3612060546875,sxk1tr,61.0,157.0,99.0,18.0,Snowy,0.0,0.0,1.0,Winter
2024-05-01 00:00:00,41.0586547851563,28.9105224609375,sxk99f,1.0,74.0,26.0,117.0,Rainy,0.0,0.0,1.0,Winter
2024-03-01 00:00:00,41.0806274414063,28.8665771484375,sxk98y,38.0,116.0,62.0,83.0,Snowy,0.0,0.0,1.0,
2024-01-01 00:00:00,41.0147094726563,28.9764404296875,sxk976,2.0,78.0,32.0,27.0,Rainy,0.0,0.0,1.0,Winter
2024-12-01 00:00:00,41.0586547851563,28.7786865234375,sxk3wf,6.0,72.0,39.0,25.0,Sunny,0.0,0.0,1.0,Winter
2024-04-01 02:00:00,41.1520385742188,28.3392333984375,sxk4hg,78.0,127.0,93.0,19.0,Sunny,0.0,0.0,1.0,Winter
2024-08-01 00:00:00,41.1300659179688,29.1302490234375,sxk9yz,49.0,100.0,72.0,32.0,Snowy,0.0,0.0,1.0,
2024-06-01 00:00:00,,28.2623291015625,sxk1g5,34.0,100.0,68.0,15.0,Sunny,0.0,0.0,1.0,Winter
2024-03-01 01:00:00,41.0037231445313,28.8995361328125,sxk938,6.0,104.0,35.0,122.0,Rainy,0.0,0.0,1.0,Winter
2024-01-01 02:00:00,41.0751342773438,28.0975341796875,sx7cxm,70.0,89.0,79.0,7.0,Sunny,0.0,0.0,1.0,Winter
2024-06-01 00:00:00,,28.9984130859375,sxk97z,1.0,79.0,28.0,137.0,Snowy,0.0,0.0,1.0,Winter
2024-02-01 02:00:00,41.0147094726563,,sxk934,4.0,88.0,35.0,42.0,Snowy,0.0,0.0,1.0,Winter
2024-09-01 00:00:00,,29.1522216796875,sxk8zk,3.0,46.0,24.0,37.0,Cloudy,0.0,0.0,1.0,Winter
2024-11-01 01:00:00,41.0147094726563,28.6798095703125,sxk3kd,21.0,138.0,77.0,83.0,Snowy,,0.0,1.0,Winter
2024-10-01 01:00:00,41.0916137695313,28.7896728515625,sxk3z0,22.0,123.0,53.0,9.0,Sunny,0.0,0.0,1.0,Winter
2024-12-01 02:00:00,41.0366821289063,29.2730712890625,sxkc6n,10.0,149.0,75.0,48.0,Cloudy,0.0,0.0,1.0,Winter
2024-09-01 00:00:00,,29.0753173828125,sxk9td,6.0,39.0,24.0,16.0,Snowy,0.0,0.0,1.0,Winter
2024-04-01 00:00:00,41.0861206054688,28.9544677734375,sxk9dz,4.0,94.0,31.0,122.0,Sunny,0.0,0.0,1.0,Winter
2024-05-01 02:00:00,40.9817504882813,,sxk9nu,120.0,880.0,47.0,21.0,Snowy,,0.0,1.0,Winter
2024-11-01 00:00:00,41.1795043945313,28.8885498046875,sxkd32,12.0,48.0,29.0,18.0,Cloudy,0.0,0.0,1.0,Winter
2024-02-01 00:00:00,,28.6138916015625,sxk6e0,,139.0,,22.0,Sunny,0.0,0.0,,
2024-03-01 01:00:00,41.0311889648438,28.9324951171875,sxk96m,8.0,107.0,58.0,188.0,,0.0,0.0,1.0,Winter
2024-07-01 00:00:00,41.0147094726563,29.0753173828125,sxk9md,1.0,56.0,25.0,52.0,Rainy,0.0,0.0,1.0,Winter
2024-12-01 00:00:00,41.0751342773438,28.3831787109375,,75.0,126.0,103.0,5.0,Rainy,1.0,0.0,1.0,Winter
2024-01-01 01:00:00,40.8663940429688,29.2730712890625,sxkb6p,5.0,158.0,61.0,223.0,Snowy,,0.0,1.0,Winter
2024-07-01 00:00:00,41.0311889648438,28.5479736328125,sxk33t,,101.0,72.0,10.0,Snowy,0.0,0.0,1.0,Winter
2024-12-01 02:00:00,41.2069702148438,28.8555908203125,sxkd2t,56.0,133.0,88.0,39.0,Rainy,0.0,0.0,1.0,Winter
2024-07-01 02:00:00,41.2344360351563,29.0423583984375,sxkdsf,21.0,71.0,43.0,4.0,Sunny,0.0,0.0,1.0,Winter
2024-09-01 02:00:00,41.0751342773438,28.2733154296875,sxk1em,29.0,93.0,53.0,22.0,Snowy,0.0,0.0,1.0,Winter
2024-09-01 01:00:00,40.9652709960938,29.0753173828125,sxk9j9,3.0,38.0,17.0,40.0,Rainy,0.0,0.0,,Winter
2024-08-01 00:00:00,41.1245727539063,,sxkcfq,73.0,,91.0,95.0,Rainy,1.0,0.0,1.0,Winter
2024-11-01 00:00:00,41.2454223632813,28.7567138671875,sxk6wk,46.0,163.0,91.0,122.0,Snowy,0.0,,,Winter
2024-08-01 00:00:00,41.1465454101563,28.1524658203125,sxk40d,75.0,117.0,94.0,12.0,Cloudy,0.0,0.0,1.0,Winter
2024-03-01 01:00:00,41.0476684570313,29.1192626953125,sxk9w8,15.0,146.0,93.0,195.0,Sunny,1.0,0.0,1.0,Winter
2024-08-01 00:00:00,40.8773803710938,29.2181396484375,sxkb8c,,96.0,49.0,68.0,Cloudy,0.0,0.0,1.0,
2024-11-01 02:00:00,41.1849975585938,29.2291259765625,sxkf31,63.0,151.0,93.0,48.0,Cloudy,0.0,0.0,1.0,
2024-06-01 02:00:00,41.0476684570313,28.8555908203125,sxk988,,49.0,26.0,28.0,Snowy,0.0,0.0,,Winter
2024-01-01 02:00:00,41.1245727539063,,sxk9zn,15.0,72.0,49.0,7.0,Rainy,0.0,0.0,1.0,Winter
2024-09-01 00:00:00,41.0916137695313,29.2840576171875,sxkcf2,63.0,128.0,92.0,69.0,Cloudy,0.0,0.0,1.0,Winter
2024-03-01 02:00:00,41.0256958007813,29.0863037109375,sxk9mu,5.0,115.0,46.0,50.0,Rainy,0.0,0.0,1.0,Winter
2024-07-01 00:00:00,41.1190795898438,29.4378662109375,sxkcvv,61.0,106.0,,3.0,Sunny,0.0,0.0,1.0,Winter
2024-08-01 00:00:00,40.9268188476563,,sxkbbd,15.0,144.0,73.0,121.0,,0.0,,1.0,Winter
2024-03-01 00:00:00,41.0916137695313,28.8446044921875,sxk9b2,49.0,111.0,67.0,28.0,Cloudy,0.0,0.0,,Winter
2024-06-01 01:00:00,41.0531616210938,29.0203857421875,sxk9s3,2.0,123.0,47.0,137.0,Cloudy,,0.0,1.0,Winter
2024-05-01 00:00:00,41.1080932617188,28.3062744140625,sxk1u5,,157.0,101.0,8.0,Sunny,0.0,0.0,1.0,Winter
2024-03-01 01:00:00,41.0586547851563,28.7677001953125,sxk3wd,91.0,81.0,61.0,14.0,Sunny,1.0,0.0,1.0,Winter
2024-09-01 00:00:00,,29.0533447265625,sxkdt0,,111.0,,24.0,Rainy,,0.0,1.0,
2024-04-01 00:00:00,41.0971069335938,28.1524658203125,sxk1b9,72.0,147.0,109.0,12.0,Rainy,0.0,0.0,1.0,Winter
2024-07-01 00:00:00,41.0037231445313,29.1412353515625,sxk9r0,4.0,51.0,27.0,34.0,Cloudy,0.0,0.0,1.0,Winter
2024-04-01 02:00:00,40.9982299804688,29.1082763671875,sxk9nr,11.0,,76.0,44.0,Cloudy,0.0,0.0,1.0,
2024-03-01 01:00:00,40.8828735351563,,sxkb8d,3.0,109.0,47.0,50.0,Snowy,1.0,0.0,1.0,
2024-06-01 01:00:00,41.2289428710938,28.8665771484375,sxkd8c,50.0,135.0,90.0,84.0,Sunny,0.0,0.0,1.0,Winter
2024-03-01 00:00:00,41.0421752929688,29.0533447265625,sxk9mp,10.0,47.0,,16.0,Snowy,0.0,0.0,1.0,Winter
2024-02-01 00:00:00,41.0256958007813,29.2181396484375,sxkc2u,13.0,129.0,58.0,64.0,Cloudy,0.0,0.0,1.0,Winter
2024-05-01 02:00:00,41.1026000976563,28.2513427734375,sxk1ff,56.0,68.0,,5.0,Rainy,0.0,0.0,1.0,Winter
2024-10-01 00:00:00,41.1135864257813,28.1744384765625,sxk1ch,55.0,128.0,95.0,7.0,Rainy,0.0,0.0,1.0,Winter
2024-02-01 00:00:00,40.9817504882813,28.7457275390625,sxk3nh,4.0,109.0,48.0,181.0,,0.0,0.0,1.0,Winter
2024-10-01 00:00:00,,28.5809326171875,sxk3f6,78.0,111.0,98.0,5.0,Cloudy,0.0,,1.0,Winter
2024-04-01 01:00:00,40.9762573242188,29.2291259765625,,21.0,152.0,91.0,178.0,Cloudy,0.0,0.0,1.0,Winter
2024-02-01 02:00:00,41.0861206054688,29.0972900390625,sxk9wp,40.0,177.0,96.0,,Rainy,0.0,0.0,1.0,Winter
2024-03-01 02:00:00,41.0092163085938,29.0972900390625,sxk9q1,5.0,132.0,,39.0,,0.0,0.0,1.0,Winter
2024-04-01 01:00:00,40.9213256835938,29.1412353515625,sxk8z1,4.0,,36.0,24.0,Cloudy,1.0,0.0,1.0,Winter
2024-06-01 01:00:00,40.9762573242188,28.8775634765625,sxk915,6.0,92.0,51.0,52.0,,0.0,0.0,1.0,Winter
2024-07-01 01:00:00,40.9597778320313,29.2181396484375,sxkc0b,2.0,137.0,58.0,60.0,Snowy,,,1.0,Winter
2024-10-01 02:00:00,40.8224487304688,29.4378662109375,,68.0,159.0,101.0,13.0,Sunny,,0.0,1.0,Winter
2024-11-01 01:00:00,40.9982299804688,29.0972900390625,sxk9np,8.0,56.0,31.0,24.0,Sunny,0.0,0.0,1.0,Winter
2024-09-01 01:00:00,41.0421752929688,28.0206298828125,sx7cmx,136.0,126.0,,20.0,Sunny,,,1.0,Winter
2024-05-01 02:00:00,40.9927368164063,29.0753173828125,sxk9jw,13.0,,68.0,123.0,Rainy,0.0,0.0,,Winter
2024-08-01 00:00:00,41.0916137695313,28.6358642578125,sxk3g8,7.0,135.0,57.0,107.0,,0.0,0.0,1.0,Winter
2024-02-01 02:00:00,41.1520385742188,28.8116455078125,sxk6pe,550.0,1230.0,,65.0,Sunny,0.0,0.0,1.0,Winter
2024-10-01 02:00:00,40.9872436523438,,sxk91t,7.0,,25.0,13.0,,0.0,0.0,1.0,Winter
2024-01-01 01:00:00,41.2179565429688,28.9984130859375,sxkd7z,79.0,108.0,88.0,9.0,Snowy,0.0,0.0,,Winter
2024-03-01 00:00:00,41.0861206054688,28.0096435546875,sx7ctr,59.0,106.0,90.0,8.0,Rainy,0.0,0.0,1.0,
2024-07-01 00:00:00,41.2344360351563,28.0535888671875,sx7fw6,37.0,106.0,70.0,18.0,Sunny,0.0,0.0,1.0,Winter
2024-07-01 01:00:00,41.0751342773438,28.8555908203125,,,,68.0,17.0,Cloudy,0.0,0.0,1.0,Winter
2024-08-01 02:00:00,41.0311889648438,28.9324951171875,sxk96m,7.0,125.0,62.0,123.0,Cloudy,0.0,,1.0,Winter
2024-08-01 01:00:00,41.0256958007813,29.2401123046875,sxkc3k,132.0,122.0,60.0,41.0,Snowy,0.0,0.0,1.0,Winter
2024-07-01 00:00:00,41.1135864257813,28.8116455078125,sxk3zs,210.0,1630.0,87.0,152.0,Sunny,0.0,0.0,1.0,Winter
2024-12-01 00:00:00,41.0256958007813,28.9105224609375,sxk93u,9.0,61.0,30.0,,Rainy,0.0,0.0,1.0,Winter
2024-02-01 01:00:00,40.9597778320313,29.1192626953125,,7.0,79.0,40.0,30.0,Cloudy,0.0,,1.0,Winter
2024-07-01 00:00:00,41.1355590820313,28.8336181640625,sxkd00,2.0,50.0,25.0,,Sunny,0.0,0.0,1.0,Winter
2024-05-01 00:00:00,40.7949829101563,29.3829345703125,sxkbhd,14.0,129.0,,,Snowy,,0.0,1.0,Winter
2024-03-01 00:00:00,41.0476684570313,28.3941650390625,sxk1w0,20.0,119.0,78.0,34.0,Cloudy,,0.0,1.0,Winter
2024-04-01 02:00:00,41.1190795898438,29.0423583984375,sxk9uv,18.0,49.0,34.0,3.0,Cloudy,0.0,,1.0,Winter
2024-12-01 00:00:00,41.0751342773438,28.2403564453125,sxk1dt,19.0,74.0,,,Cloudy,0.0,,1.0,Winter
2024-09-01 01:00:00,41.1355590820313,,sxkdn8,37.0,123.0,,9.0,Cloudy,0.0,0.0,1.0,Winter
2024-10-01 01:00:00,41.0421752929688,29.0643310546875,,12.0,,29.0,6.0,Sunny,1.0,0.0,1.0,
2024-12-01 02:00:00,41.1190795898438,28.1854248046875,sxk1cm,,148.0,89.0,23.0,Snowy,0.0,0.0,1.0,Winter
2024-02-01 01:00:00,41.1190795898438,29.3170166015625,sxkcgj,960.0,980.0,97.0,,,0.0,0.0,1.0,Winter
2024-03-01 00:00:00,41.0696411132813,28.8336181640625,sxk98h,9.0,123.0,62.0,93.0,Cloudy,0.0,0.0,1.0,Winter
2024-04-01 00:00:00,41.1685180664063,29.5477294921875,,75.0,111.0,,3.0,Sunny,0.0,0.0,1.0,Winter
2024-12-01 02:00:00,41.0751342773438,28.7677001953125,sxk3wt,19.0,114.0,68.0,11.0,Sunny,0.0,0.0,1.0,Winter
2024-12-01 02:00:00,40.9652709960938,,sxk901,9.0,108.0,51.0,,Rainy,0.0,,1.0,Winter
2024-07-01 01:00:00,41.0202026367188,28.8006591796875,,6.0,58.0,24.0,22.0,Cloudy,0.0,0.0,1.0,Winter
2024-09-01 01:00:00,41.0092163085938,29.2291259765625,sxkc31,8.0,74.0,45.0,44.0,Sunny,,0.0,1.0,Winter
2024-04-01 02:00:00,41.0751342773438,28.2623291015625,sxk1ej,31.0,101.0,63.0,27.0,,,0.0,1.0,Winter
2024-11-01 00:00:00,41.1959838867188,28.0865478515625,sx7fr5,61.0,109.0,90.0,11.0,Sunny,0.0,0.0,1.0,Winter
2024-01-01 00:00:00,41.2454223632813,28.0426025390625,sx7fwh,74.0,139.0,,14.0,Cloudy,0.0,0.0,1.0,Winter
2024-03-01 00:00:00,40.9323120117188,29.3280029296875,sxkbg7,11.0,114.0,52.0,233.0,Sunny,0.0,0.0,1.0,Winter
2024-04-01 02:00:00,41.1575317382813,28.1414794921875,sxk40k,54.0,143.0,,19.0,Sunny,0.0,0.0,1.0,
2024-05-01 01:00:00,,29.0753173828125,,4.0,70.0,40.0,18.0,Cloudy,0.0,0.0,1.0,Winter
2024-06-01 01:00:00,40.9487915039063,29.1192626953125,sxk8yw,3.0,133.0,57.0,,Sunny,0.0,0.0,1.0,Winter
2024-12-01 02:00:00,41.1575317382813,29.6246337890625,,,81.0,80.0,1.0,Rainy,0.0,0.0,1.0,Winter
2024-10-01 00:00:00,40.9762573242188,29.1412353515625,sxk9p5,5.0,76.0,29.0,62.0,,0.0,0.0,1.0,Winter
2024-08-01 02:00:00,40.9817504882813,29.1741943359375,sxk9pu,29.0,52.0,37.0,1.0,Snowy,1.0,0.0,1.0,Winter
2024-06-01 02:00:00,40.9872436523438,29.1302490234375,sxk9nv,9.0,89.0,39.0,9.0,Rainy,,0.0,1.0,Winter
2024-01-01 02:00:00,41.1630249023438,28.9105224609375,,8.0,74.0,35.0,9.0,Rainy,0.0,0.0,1.0,Winter
2024-07-01 00:00:00,41.0641479492188,28.8006591796875,sxk3x7,3.0,133.0,65.0,299.0,,0.0,0.0,1.0,Winter
2024-11-01 00:00:00,41.0202026367188,29.1412353515625,sxk9r5,3.0,,24.0,33.0,Rainy,,0.0,1.0,Winter
2024-02-01 01:00:00,41.1135864257813,28.9654541015625,sxk9gh,11.0,,45.0,28.0,Snowy,0.0,0.0,1.0,Winter
2024-03-01 02:00:00,41.0037231445313,29.1192626953125,sxk9q8,11.0,,,127.0,Sunny,0.0,0.0,1.0,Winter
2024-03-01 00:00:00,41.0037231445313,28.9434814453125,sxk968,4.0,,63.0,102.0,Sunny,,0.0,1.0,Winter
2024-12-01 00:00:00,41.1520385742188,28.6138916015625,sxk655,8.0,85.0,40.0,37.0,Cloudy,,0.0,,
2024-06-01 02:00:00,40.9872436523438,29.1192626953125,sxk9nt,11.0,76.0,42.0,6.0,Snowy,0.0,0.0,1.0,
2024-08-01 00:00:00,41.2124633789063,,sxk4rw,,117.0,99.0,5.0,Snowy,0.0,0.0,,Winter
2024-01-01 02:00:00,41.0037231445313,28.8995361328125,sxk938,2.0,138.0,44.0,,Sunny,0.0,0.0,1.0,Winter
2024-05-01 00:00:00,41.2344360351563,29.0313720703125,sxkdsd,19.0,110.0,60.0,6.0,Rainy,,0.0,1.0,Winter
2024-11-01 01:00:00,41.0421752929688,,sxk9kz,60.0,1070.0,49.0,155.0,Rainy,0.0,0.0,1.0,Winter
2024-04-01 02:00:00,41.0202026367188,28.9764404296875,sxk977,30.0,630.0,,40.0,Rainy,0.0,,1.0,Winter
2024-05-01 00:00:00,40.9652709960938,29.0753173828125,sxk9j9,2.0,47.0,16.0,46.0,Rainy,1.0,0.0,1.0,Winter
2024-06-01 01:00:00,40.8169555664063,29.3170166015625,sxkb5n,22.0,29.0,26.0,3.0,Rainy,0.0,0.0,1.0,Winter
2024-05-01 00:00:00,41.2289428710938,29.0643310546875,sxkdt3,70.0,168.0,93.0,85.0,,0.0,0.0,1.0,Winter
2024-11-01 01:00:00,41.1904907226563,29.0203857421875,sxkdk6,51.0,58.0,54.0,,Snowy,0.0,0.0,,Winter
2024-03-01 01:00:00,41.1520385742188,28.9215087890625,sxkd45,62.0,52.0,39.0,5.0,Snowy,0.0,0.0,1.0,Winter
2024-04-01 01:00:00,41.2014770507813,29.2181396484375,sxkf2u,47.0,79.0,67.0,1.0,Rainy,0.0,,,Winter
2024-08-01 00:00:00,40.9872436523438,28.7677001953125,sxk3nt,2.0,103.0,37.0,238.0,Cloudy,0.0,0.0,1.0,Winter
2024-02-01 00:00:00,41.1026000976563,28.8555908203125,sxk9bd,6.0,117.0,,118.0,Snowy,1.0,0.0,1.0,Winter
2024-09-01 00:00:00,40.9432983398438,29.3170166015625,sxkbgj,,143.0,93.0,,,0.0,0.0,1.0,Winter
2024-07-01 01:00:00,41.0586547851563,28.8885498046875,sxk996,7.0,131.0,69.0,123.0,Snowy,,,1.0,Winter
2024-07-01 02:00:00,41.0421752929688,29.2291259765625,sxkc3p,83.0,124.0,100.0,11.0,Cloudy,0.0,0.0,1.0,Winter
2024-12-01 01:00:00,41.0366821289063,28.8885498046875,sxk93q,3.0,105.0,43.0,63.0,,1.0,0.0,1.0,Winter
2024-05-01 02:00:00,41.2344360351563,28.6138916015625,,77.0,154.0,98.0,24.0,,0.0,,1.0,Winter
2024-01-01 01:00:00,40.9707641601563,29.0863037109375,sxk9jf,8.0,79.0,,22.0,Rainy,0.0,0.0,1.0,Winter
2024-09-01 00:00:00,41.0641479492188,28.7567138671875,sxk3w7,3.0,128.0,57.0,194.0,,0.0,0.0,1.0,Winter
2024-10-01 02:00:00,41.0476684570313,28.9874267578125,sxk9e8,2.0,75.0,27.0,,Sunny,0.0,0.0,1.0,Winter
2024-09-01 01:00:00,41.0751342773438,29.0093994140625,sxk9sj,6.0,80.0,39.0,94.0,Rainy,,0.0,1.0,Winter
2024-03-01 00:00:00,41.1904907226563,29.0093994140625,sxkdk4,79.0,69.0,54.0,2.0,,,,1.0,Winter
2024-05-01 01:00:00,41.1080932617188,29.2950439453125,sxkcfe,55.0,135.0,94.0,85.0,Snowy,0.0,,1.0,Winter
2024-04-01 01:00:00,40.9817504882813,29.3389892578125,sxkc5s,48.0,117.0,84.0,15.0,Snowy,0.0,0.0,1.0,Winter
2024-09-01 00:00:00,40.8554077148438,,sxkbkt,50.0,112.0,85.0,,Sunny,,,1.0,Winter
2024-02-01 00:00:00,41.2014770507813,28.4600830078125,sxk4rs,79.0,144.0,97.0,5.0,Sunny,0.0,0.0,1.0,Winter
2024-10-01 01:00:00,41.0256958007813,29.0533447265625,sxk9mh,4.0,88.0,49.0,89.0,Rainy,0.0,0.0,1.0,Winter
2024-04-01 02:00:00,41.0037231445313,28.8775634765625,sxk930,13.0,86.0,49.0,23.0,Snowy,0.0,0.0,1.0,Winter
2024-03-01 01:00:00,41.2454223632813,29.0423583984375,sxkdsu,17.0,72.0,49.0,2.0,Sunny,0.0,0.0,1.0,Winter
2024-05-01 02:00:00,41.0806274414063,29.2840576171875,,139.0,129.0,93.0,49.0,Rainy,0.0,0.0,1.0,Winter
2024-02-01 00:00:00,40.9048461914063,29.3280029296875,sxkbeq,,,83.0,111.0,Rainy,1.0,0.0,,Winter
2024-11-01 02:00:00,40.8609008789063,29.3829345703125,sxkbkw,6.0,,68.0,25.0,Rainy,0.0,0.0,1.0,Winter
2024-02-01 01:00:00,41.1904907226563,28.6248779296875,sxk676,37.0,67.0,46.0,4.0,Sunny,0.0,,1.0,Winter
2024-04-01 02:00:00,41.0586547851563,,sxk3t4,10.0,151.0,68.0,111.0,Sunny,0.0,0.0,1.0,Winter
2024-12-01 00:00:00,41.1685180664063,28.0975341796875,,106.0,106.0,106.0,,Rainy,0.0,0.0,1.0,Winter
2024-11-01 02:00:00,41.0531616210938,28.9544677734375,sxk9dc,7.0,145.0,65.0,152.0,,1.0,0.0,1.0,Winter
2024-01-01 02:00:00,41.0037231445313,29.1192626953125,sxk9q8,11.0,,,127.0,Sunny,0.0,0.0,1.0,Winter
2024-08-01 01:00:00,41.1575317382813,29.6356201171875,,54.0,78.0,65.0,,,1.0,,1.0,Winter
2024-08-01 00:00:00,40.9817504882813,29.0533447265625,sxk9jh,11.0,,32.0,20.0,Cloudy,0.0,0.0,1.0,Winter
2024-02-01 02:00:00,41.0971069335938,28.8446044921875,sxk9b3,51.0,98.0,68.0,10.0,Rainy,0.0,0.0,1.0,Winter
2024-09-01 02:00:00,41.0202026367188,28.8885498046875,sxk937,13.0,103.0,47.0,18.0,Cloudy,1.0,0.0,1.0,Winter
2024-07-01 00:00:00,41.2014770507813,29.1082763671875,sxkdqk,57.0,131.0,90.0,69.0,Sunny,0.0,0.0,1.0,Winter
2024-10-01 01:00:00,41.2783813476563,28.6248779296875,sxk6g6,83.0,96.0,87.0,,Rainy,0.0,0.0,1.0,Winter
2024-04-01 01:00:00,41.0586547851563,29.0203857421875,sxk9s6,6.0,118.0,55.0,161.0,Rainy,0.0,0.0,1.0,Winter
2024-06-01 00:00:00,41.0586547851563,28.8226318359375,sxk3xf,9.0,75.0,,19.0,Rainy,0.0,,,Winter
2024-12-01 01:00:00,41.0696411132813,28.8336181640625,sxk98h,21.0,101.0,,35.0,Cloudy,0.0,0.0,,Winter
2024-04-01 01:00:00,41.0531616210938,29.2950439453125,sxkcd9,73.0,125.0,91.0,6.0,Cloudy,0.0,0.0,1.0,Winter
2024-06-01 00:00:00,40.9762573242188,29.1412353515625,sxk9p5,5.0,76.0,29.0,62.0,Rainy,0.0,0.0,1.0,Winter
2024-10-01 00:00:00,41.0092163085938,29.0423583984375,sxk9kc,,45.0,24.0,35.0,Cloudy,0.0,0.0,1.0,Winter
2024-12-01 01:00:00,41.1630249023438,29.1741943359375,,,81.0,65.0,3.0,Snowy,0.0,0.0,1.0,Winter
2024-09-01 00:00:00,41.1135864257813,28.8555908203125,sxk9bs,5.0,68.0,32.0,43.0,Sunny,0.0,0.0,,
2024-08-01 02:00:00,41.2454223632813,28.7896728515625,sxk6xh,71.0,132.0,95.0,28.0,Cloudy,0.0,,1.0,Winter
2024-07-01 01:00:00,41.0476684570313,28.9544677734375,sxk9db,6.0,69.0,28.0,16.0,Rainy,1.0,,1.0,Winter
2024-05-01 02:00:00,41.1959838867188,28.7677001953125,sxk6qe,12.0,51.0,29.0,5.0,Sunny,0.0,0.0,1.0,Winter
2024-07-01 00:00:00,41.1190795898438,28.1085205078125,sx7czt,89.0,93.0,91.0,2.0,Cloudy,1.0,,1.0,Winter
2024-05-01 01:00:00,41.0916137695313,28.8006591796875,sxk3z2,5.0,95.0,47.0,,Cloudy,0.0,0.0,1.0,
2024-02-01 01:00:00,,28.6138916015625,sxk6g4,67.0,,83.0,4.0,Sunny,0.0,0.0,1.0,Winter
2024-06-01 00:00:00,41.0147094726563,28.6907958984375,sxk3kf,4.0,81.0,43.0,95.0,Cloudy,0.0,0.0,1.0,
2024-12-01 00:00:00,41.0696411132813,,sxk9du,7.0,144.0,,156.0,Snowy,0.0,0.0,1.0,Winter
2024-07-01 00:00:00,41.0696411132813,28.8665771484375,sxk98u,9.0,139.0,72.0,147.0,Cloudy,1.0,0.0,1.0,Winter
2024-08-01 00:00:00,41.0861206054688,28.0206298828125,sx7ctx,45.0,116.0,89.0,16.0,Sunny,0.0,0.0,1.0,Winter
2024-10-01 00:00:00,40.8224487304688,29.3609619140625,sxkbhp,,137.0,84.0,216.0,Cloudy,0.0,0.0,1.0,Winter
2024-08-01 00:00:00,41.0916137695313,29.0533447265625,sxk9v0,2.0,127.0,72.0,281.0,Rainy,0.0,0.0,,Winter
2024-10-01 01:00:00,41.0531616210938,28.7457275390625,sxk3w1,14.0,77.0,50.0,6.0,Sunny,0.0,0.0,,
2024-06-01 02:00:00,40.9982299804688,,sxk91r,7.0,89.0,42.0,39.0,Snowy,0.0,0.0,1.0,
2024-12-01 02:00:00,40.9652709960938,29.0643310546875,sxk9j3,3.0,91.0,26.0,29.0,Sunny,0.0,0.0,1.0,Winter
2024-10-01 01:00:00,40.9048461914063,29.1632080078125,sxk8xw,8.0,87.0,37.0,,,1.0,0.0,,Winter
2024-08-01 00:00:00,41.2124633789063,27.9656982421875,sx7fkq,85.0,128.0,97.0,22.0,Rainy,0.0,0.0,1.0,Winter
2024-03-01 01:00:00,41.0641479492188,28.8116455078125,sxk3xe,22.0,142.0,73.0,257.0,Rainy,0.0,0.0,1.0,Winter
2024-09-01 01:00:00,41.2014770507813,,sxkdku,100.0,,55.0,,Snowy,0.0,0.0,1.0,Winter
2024-01-01 02:00:00,40.9982299804688,29.1522216796875,sxk9pr,6.0,96.0,39.0,58.0,Rainy,0.0,0.0,1.0,Winter
2024-06-01 00:00:00,41.0037231445313,28.6248779296875,sxk372,5.0,75.0,29.0,40.0,Cloudy,0.0,,1.0,Winter
2024-07-01 02:00:00,40.9762573242188,29.2510986328125,sxkc1e,20.0,148.0,98.0,116.0,Snowy,1.0,0.0,1.0,Winter
2024-06-01 01:00:00,41.0147094726563,28.9434814453125,sxk96d,1.0,95.0,30.0,76.0,Snowy,0.0,,1.0,Winter
2024-11-01 01:00:00,,29.3499755859375,sxkbgu,56.0,77.0,66.0,2.0,Rainy,0.0,0.0,1.0,Winter
2024-03-01 00:00:00,41.0476684570313,29.2291259765625,sxkc90,,190.0,105.0,49.0,Sunny,0.0,0.0,,Winter
