DATE_TIME,LATITUDE,LONGITUDE,GEOHASH,MINIMUM_SPEED,MAXIMUM_SPEED,AVERAGE_SPEED,NUMBER_OF_VEHICLES,WEATHER,IS_HOLIDAY,IS_PEAK_HOUR,IS_WEEKEND,SEASON
2024-03-01 01:00:00,41.0971069335938,29.3939208984375,,53.0,101.0,70.0,3.0,Sunny,0.0,,1.0,Winter
2024-02-01 01:00:00,41.2289428710938,28.8665771484375,sxkd8c,50.0,135.0,90.0,84.0,Sunny,0.0,0.0,1.0,Winter
2024-09-01 00:00:00,41.1849975585938,28.0975341796875,sx7fr3,87.0,101.0,97.0,2.0,Snowy,0.0,0.0,1.0,Winter
2024-10-01 01:00:00,41.0971069335938,28.8446044921875,sxk9b3,59.0,110.0,72.0,8.0,Cloudy,0.0,0.0,1.0,Winter
2024-02-01 01:00:00,,28.7786865234375,sxk3qb,7.0,48.0,22.0,24.0,Sunny,0.0,0.0,1.0,Winter
2024-11-01 01:00:00,41.0256958007813,29.1632080078125,,59.0,49.0,31.0,16.0,Snowy,1.0,0.0,1.0,Winter
2024-07-01 02:00:00,41.0256958007813,28.8446044921875,sxk92k,4.0,65.0,30.0,,Snowy,0.0,0.0,1.0,
2024-06-01 02:00:00,41.0476684570313,28.6798095703125,sxk3s8,25.0,88.0,58.0,19.0,Snowy,0.0,0.0,1.0,Winter
2024-02-01 01:00:00,41.1849975585938,28.7347412109375,,11.0,121.0,34.0,22.0,,0.0,0.0,1.0,Winter
2024-10-01 01:00:00,41.2124633789063,29.0423583984375,sxkdky,17.0,60.0,44.0,4.0,Snowy,0.0,0.0,,Winter
2024-06-01 00:00:00,41.0861206054688,28.7896728515625,sxk3xp,4.0,,47.0,11.0,Rainy,0.0,0.0,1.0,Winter
2024-09-01 01:00:00,41.0861206054688,28.9544677734375,sxk9dz,2.0,80.0,33.0,49.0,Snowy,,0.0,1.0,Winter
2024-06-01 02:00:00,41.0476684570313,29.2840576171875,sxkcd2,,54.0,48.0,,,0.0,0.0,1.0,Winter
2024-01-01 00:00:00,40.9762573242188,29.0423583984375,sxk9hg,3.0,43.0,16.0,45.0,Snowy,0.0,0.0,1.0,Winter
2024-11-01 01:00:00,41.2783813476563,28.0206298828125,sx7fvd,32.0,106.0,65.0,,Rainy,0.0,0.0,1.0,Winter
2024-06-01 00:00:00,40.9048461914063,29.1522216796875,sxk8xq,19.0,104.0,59.0,28.0,Cloudy,0.0,0.0,1.0,Winter
2024-06-01 00:00:00,41.1740112304688,28.5589599609375,,66.0,130.0,93.0,20.0,Cloudy,0.0,0.0,1.0,
2024-02-01 01:00:00,,29.0753173828125,sxk9jw,6.0,118.0,60.0,201.0,Cloudy,1.0,0.0,1.0,Winter
2024-08-01 00:00:00,41.0147094726563,29.1082763671875,sxk9q6,10.0,72.0,27.0,28.0,,1.0,0.0,1.0,Winter
2024-05-01 02:00:00,40.9652709960938,29.2730712890625,sxkc41,7.0,161.0,,117.0,,1.0,0.0,1.0,Winter
2024-08-01 01:00:00,41.1904907226563,28.4600830078125,sxk4rd,67.0,163.0,98.0,7.0,Sunny,0.0,0.0,1.0,Winter
2024-10-01 01:00:00,41.3113403320313,,sx7ghb,11.0,92.0,54.0,18.0,Sunny,0.0,0.0,,Winter
2024-08-01 02:00:00,41.0147094726563,28.9324951171875,sxk966,5.0,98.0,30.0,,Cloudy,0.0,0.0,1.0,
2024-05-01 01:00:00,41.1904907226563,28.0975341796875,sx7fr6,68.0,140.0,93.0,20.0,Cloudy,0.0,0.0,1.0,Winter
2024-06-01 02:00:00,40.9323120117188,,sxkbug,,,97.0,21.0,Snowy,1.0,0.0,1.0,Winter
2024-10-01 00:00:00,41.0311889648438,28.8116455078125,sxk3rt,3.0,141.0,66.0,,Cloudy,0.0,0.0,1.0,Winter
2024-11-01 00:00:00,41.0916137695313,29.0643310546875,sxk9v2,,,79.0,274.0,Snowy,0.0,,1.0,Winter
2024-02-01 00:00:00,41.0311889648438,28.6248779296875,sxk37m,90.0,1160.0,65.0,49.0,Rainy,0.0,0.0,1.0,Winter
2024-07-01 00:00:00,41.1190795898438,28.9654541015625,,6.0,54.0,37.0,11.0,Snowy,0.0,0.0,1.0,Winter
2024-11-01 02:00:00,,29.0753173828125,sxk9js,4.0,84.0,42.0,35.0,Sunny,0.0,0.0,1.0,Winter
2024-05-01 01:00:00,41.1026000976563,,sxk9cd,3.0,42.0,,17.0,Rainy,0.0,0.0,,
2024-01-01 02:00:00,40.9048461914063,29.1632080078125,sxk8xw,7.0,93.0,41.0,22.0,Sunny,0.0,0.0,1.0,Winter
2024-10-01 00:00:00,41.0751342773438,28.6578369140625,sxk3sj,,,47.0,46.0,Rainy,1.0,,1.0,Winter
2024-06-01 02:00:00,41.1740112304688,28.4271240234375,sxk4nz,64.0,126.0,91.0,19.0,Cloudy,0.0,0.0,1.0,Winter
2024-11-01 01:00:00,40.8993530273438,29.1632080078125,sxk8xt,6.0,100.0,45.0,53.0,Cloudy,0.0,0.0,1.0,Winter
2024-04-01 02:00:00,40.8883666992188,29.1741943359375,sxk8xg,6.0,109.0,,37.0,,0.0,,1.0,Winter
2024-10-01 02:00:00,41.0256958007813,29.0203857421875,sxk9kk,6.0,46.0,25.0,,Rainy,0.0,0.0,1.0,Winter
2024-03-01 02:00:00,41.0971069335938,29.2840576171875,,54.0,146.0,88.0,42.0,Rainy,0.0,0.0,1.0,Winter
2024-11-01 00:00:00,41.1355590820313,29.0533447265625,sxkdj0,6.0,80.0,39.0,19.0,,,0.0,1.0,Winter
2024-12-01 01:00:00,41.0531616210938,,sxk9ec,5.0,51.0,22.0,34.0,Cloudy,0.0,0.0,1.0,Winter
2024-03-01 02:00:00,41.1740112304688,28.1195068359375,sx7fpz,72.0,,98.0,18.0,Rainy,0.0,0.0,1.0,Winter
2024-01-01 00:00:00,41.0971069335938,28.8006591796875,sxk3z3,,95.0,76.0,6.0,Snowy,0.0,0.0,,Winter
2024-06-01 00:00:00,41.0421752929688,28.4271240234375,sxk1qz,7.0,,73.0,37.0,Cloudy,1.0,0.0,,Winter
2024-05-01 02:00:00,,28.8555908203125,sxk9b9,41.0,119.0,76.0,18.0,Cloudy,0.0,0.0,1.0,Winter
2024-11-01 01:00:00,41.1520385742188,29.6246337890625,sxm445,32.0,86.0,61.0,1.0,Sunny,0.0,0.0,1.0,Winter
2024-11-01 01:00:00,41.0696411132813,28.9984130859375,sxk9eu,1.0,,24.0,58.0,Cloudy,1.0,,1.0,Winter
2024-12-01 00:00:00,41.0586547851563,28.0645751953125,sx7cwd,63.0,160.0,93.0,7.0,Snowy,1.0,0.0,1.0,Winter
2024-01-01 00:00:00,40.9982299804688,28.9215087890625,sxk94p,4.0,102.0,36.0,57.0,Snowy,0.0,0.0,1.0,Winter
2024-04-01 00:00:00,41.0366821289063,28.9434814453125,sxk96w,111.0,101.0,35.0,117.0,Rainy,0.0,0.0,1.0,Winter
2024-01-01 02:00:00,41.0256958007813,28.8116455078125,sxk3rs,4.0,152.0,56.0,95.0,Snowy,0.0,0.0,1.0,Winter
2024-02-01 01:00:00,41.0696411132813,28.8775634765625,sxk99h,9.0,126.0,80.0,112.0,Snowy,0.0,0.0,1.0,
2024-11-01 01:00:00,41.1740112304688,28.4271240234375,sxk4nz,58.0,123.0,,10.0,Sunny,0.0,0.0,1.0,Winter
2024-11-01 00:00:00,,,sxk9v6,17.0,,36.0,4.0,Cloudy,0.0,,1.0,Winter
2024-09-01 00:00:00,41.0037231445313,28.6907958984375,sxk3kb,,,62.0,193.0,,0.0,0.0,1.0,Winter
2024-01-01 00:00:00,41.1245727539063,28.2073974609375,sxk1cy,8.0,109.0,67.0,16.0,Rainy,0.0,0.0,1.0,Winter
2024-05-01 01:00:00,41.0531616210938,29.1522216796875,sxk9x3,98.0,120.0,109.0,10.0,Rainy,0.0,0.0,1.0,Winter
2024-10-01 02:00:00,40.9378051757813,29.3499755859375,sxkbgu,73.0,73.0,,1.0,Snowy,0.0,0.0,,Winter
2024-08-01 02:00:00,41.1465454101563,28.2623291015625,sxk454,640.0,1320.0,87.0,15.0,Sunny,,0.0,1.0,Winter
2024-02-01 00:00:00,40.9872436523438,29.1632080078125,sxk9pt,3.0,58.0,27.0,30.0,Sunny,,0.0,1.0,Winter
2024-03-01 02:00:00,41.0421752929688,28.0206298828125,sx7cmx,57.0,143.0,91.0,8.0,Sunny,0.0,0.0,,Winter
2024-06-01 00:00:00,41.0751342773438,29.0643310546875,sxk9tm,120.0,680.0,34.0,39.0,Rainy,0.0,,1.0,
2024-01-01 02:00:00,41.0421752929688,29.2291259765625,sxkc3p,83.0,124.0,100.0,11.0,Cloudy,0.0,0.0,1.0,Winter
2024-01-01 01:00:00,40.8773803710938,29.3280029296875,sxkbe3,34.0,55.0,44.0,7.0,Snowy,0.0,,1.0,Winter
2024-06-01 02:00:00,40.9817504882813,29.3280029296875,sxkc5k,68.0,142.0,94.0,25.0,Sunny,,0.0,,Winter
2024-11-01 02:00:00,41.1190795898438,,sxk9bm,12.0,98.0,63.0,23.0,,,0.0,1.0,Winter
2024-05-01 00:00:00,,28.8775634765625,,3.0,,29.0,88.0,Rainy,0.0,0.0,1.0,
2024-11-01 00:00:00,41.0366821289063,29.0753173828125,sxk9mw,68.0,58.0,29.0,45.0,Cloudy,0.0,0.0,1.0,Winter
2024-02-01 01:00:00,,29.3499755859375,sxkbgb,8.0,150.0,92.0,143.0,,0.0,0.0,1.0,Winter
2024-03-01 02:00:00,41.0916137695313,,sxk9c8,7.0,139.0,59.0,81.0,Snowy,,0.0,1.0,Winter
2024-02-01 01:00:00,41.0971069335938,28.8665771484375,sxk9bc,4.0,72.0,30.0,14.0,Snowy,0.0,0.0,1.0,Winter
2024-01-01 01:00:00,41.0476684570313,28.9324951171875,sxk9d2,6.0,83.0,34.0,30.0,Cloudy,0.0,,1.0,Winter
2024-03-01 02:00:00,41.0641479492188,29.3060302734375,sxkcdg,88.0,78.0,67.0,2.0,Snowy,0.0,0.0,1.0,Winter
2024-05-01 00:00:00,40.9872436523438,29.3389892578125,sxkc5t,45.0,135.0,73.0,35.0,Rainy,0.0,0.0,1.0,Winter
2024-07-01 02:00:00,40.9652709960938,,sxk901,9.0,108.0,51.0,,Rainy,0.0,0.0,1.0,
2024-02-01 02:00:00,41.1080932617188,28.8555908203125,sxk9be,,96.0,50.0,14.0,Sunny,1.0,0.0,1.0,Winter
2024-04-01 00:00:00,41.0256958007813,29.1302490234375,sxk9qu,20.0,1130.0,60.0,,Sunny,,0.0,1.0,
2024-12-01 01:00:00,40.9652709960938,29.2620849609375,sxkc1c,89.0,79.0,43.0,6.0,Cloudy,0.0,0.0,1.0,Winter
2024-06-01 01:00:00,41.0861206054688,,,102.0,102.0,102.0,1.0,Cloudy,0.0,0.0,1.0,
2024-10-01 02:00:00,41.0531616210938,28.7347412109375,,54.0,77.0,65.0,5.0,Cloudy,0.0,,1.0,Winter
2024-06-01 00:00:00,41.0311889648438,28.8665771484375,sxk92v,1.0,49.0,21.0,61.0,Sunny,0.0,0.0,1.0,Winter
2024-12-01 02:00:00,41.0696411132813,28.9434814453125,sxk9ds,5.0,84.0,39.0,45.0,Snowy,0.0,0.0,1.0,Winter
2024-04-01 01:00:00,,,,35.0,41.0,38.0,4.0,Cloudy,0.0,0.0,1.0,Winter
2024-12-01 01:00:00,41.2179565429688,29.2181396484375,sxkf2z,34.0,24.0,,1.0,Cloudy,0.0,0.0,1.0,Winter
2024-10-01 02:00:00,40.9268188476563,29.2181396484375,sxkbbf,24.0,60.0,36.0,3.0,Cloudy,0.0,,1.0,Winter
2024-02-01 02:00:00,41.0202026367188,29.0753173828125,sxk9me,4.0,104.0,52.0,47.0,Snowy,0.0,0.0,1.0,Winter
2024-10-01 00:00:00,41.2234497070313,28.6029052734375,sxk6db,139.0,129.0,67.0,40.0,Sunny,0.0,0.0,1.0,Winter
2024-02-01 00:00:00,41.1849975585938,28.6907958984375,sxk6kc,2.0,101.0,38.0,23.0,Snowy,,0.0,1.0,Winter
2024-12-01 02:00:00,41.0641479492188,29.0533447265625,sxk9t5,18.0,53.0,36.0,10.0,Cloudy,0.0,0.0,1.0,Winter
2024-01-01 00:00:00,41.1026000976563,,sxkcv4,,113.0,91.0,5.0,Sunny,0.0,0.0,1.0,Winter
2024-02-01 00:00:00,41.0256958007813,28.8116455078125,sxk3rs,6.0,,56.0,260.0,Cloudy,,0.0,1.0,Winter
2024-10-01 00:00:00,41.0147094726563,29.0753173828125,sxk9md,1.0,56.0,25.0,52.0,Rainy,0.0,0.0,1.0,Winter
2024-07-01 00:00:00,40.8828735351563,29.3719482421875,,47.0,154.0,99.0,96.0,Sunny,0.0,,1.0,Winter
2024-05-01 00:00:00,40.8993530273438,29.1851806640625,sxkb8j,3.0,62.0,27.0,48.0,Rainy,0.0,0.0,1.0,Winter
2024-09-01 00:00:00,40.9872436523438,29.1302490234375,sxk9nv,7.0,85.0,35.0,29.0,Snowy,0.0,0.0,1.0,Winter
2024-02-01 00:00:00,40.8279418945313,,sxkbk0,52.0,139.0,96.0,107.0,Cloudy,0.0,0.0,1.0,Winter
2024-05-01 01:00:00,40.9542846679688,29.1302490234375,sxk8yz,,44.0,,4.0,Sunny,0.0,0.0,1.0,Winter
2024-06-01 01:00:00,41.1959838867188,28.0755615234375,sx7fqg,,137.0,83.0,21.0,Rainy,0.0,0.0,1.0,Winter
2024-07-01 02:00:00,41.0806274414063,28.7127685546875,sxk3tq,40.0,52.0,45.0,2.0,Snowy,0.0,0.0,1.0,Winter
2024-12-01 01:00:00,41.1410522460938,28.4820556640625,sxk601,67.0,137.0,94.0,21.0,Cloudy,0.0,0.0,1.0,Winter
2024-07-01 02:00:00,40.9872436523438,28.8006591796875,sxk3pm,7.0,,43.0,17.0,Sunny,0.0,0.0,1.0,Winter
2024-09-01 02:00:00,40.9872436523438,29.0313720703125,sxk9ht,3.0,56.0,25.0,41.0,Cloudy,0.0,,1.0,
2024-02-01 00:00:00,41.0476684570313,29.2071533203125,sxkc88,68.0,119.0,97.0,10.0,Cloudy,0.0,0.0,,Winter
2024-06-01 02:00:00,41.0476684570313,29.0863037109375,sxk9tb,610.0,600.0,32.0,6.0,Rainy,,0.0,,Winter
2024-03-01 00:00:00,41.0202026367188,28.6907958984375,sxk3kg,6.0,,41.0,86.0,Sunny,0.0,0.0,1.0,
2024-04-01 01:00:00,41.0751342773438,28.8555908203125,,,,68.0,17.0,Cloudy,0.0,0.0,1.0,Winter
2024-10-01 00:00:00,41.0641479492188,29.1192626953125,sxk9we,54.0,140.0,92.0,123.0,Snowy,,0.0,1.0,Winter
2024-10-01 02:00:00,40.8718872070313,29.2730712890625,sxkbd0,7.0,118.0,67.0,109.0,Snowy,0.0,0.0,1.0,Winter
2024-05-01 02:00:00,40.9707641601563,28.8446044921875,sxk906,42.0,87.0,64.0,22.0,Snowy,0.0,0.0,1.0,Winter
2024-10-01 00:00:00,,29.3719482421875,sxkbsk,47.0,,100.0,176.0,Snowy,0.0,0.0,1.0,Winter
2024-09-01 00:00:00,40.9323120117188,29.1192626953125,sxk8ye,4.0,94.0,45.0,57.0,Cloudy,0.0,0.0,1.0,
2024-11-01 01:00:00,41.1795043945313,28.1195068359375,sx7frb,81.0,127.0,91.0,,Sunny,0.0,0.0,1.0,Winter
2024-06-01 02:00:00,41.2344360351563,28.9105224609375,sxkd9f,40.0,130.0,89.0,43.0,Sunny,1.0,0.0,1.0,Winter
2024-09-01 02:00:00,41.0696411132813,29.0753173828125,,15.0,65.0,30.0,10.0,Sunny,0.0,0.0,1.0,Winter
2024-03-01 00:00:00,40.9432983398438,29.2181396484375,sxkbbv,,137.0,67.0,128.0,Cloudy,0.0,0.0,1.0,Winter
2024-09-01 01:00:00,40.9158325195313,29.3389892578125,sxkbg8,28.0,116.0,76.0,28.0,,0.0,0.0,1.0,Winter
2024-10-01 00:00:00,41.0641479492188,28.9764404296875,sxk9e7,30.0,,42.0,274.0,Sunny,0.0,0.0,1.0,
2024-11-01 01:00:00,40.9707641601563,28.8446044921875,sxk906,96.0,86.0,,36.0,Snowy,0.0,0.0,1.0,
2024-02-01 01:00:00,41.1465454101563,29.0093994140625,,34.0,62.0,45.0,3.0,,1.0,0.0,1.0,Winter
2024-12-01 02:00:00,41.0256958007813,28.8226318359375,sxk3ru,3.0,48.0,24.0,12.0,Rainy,0.0,0.0,1.0,Winter
2024-08-01 01:00:00,41.1410522460938,28.9215087890625,sxkd41,520.0,1030.0,79.0,49.0,Cloudy,0.0,0.0,1.0,Winter
2024-09-01 02:00:00,41.1740112304688,28.5479736328125,sxk61x,58.0,131.0,85.0,18.0,Rainy,0.0,0.0,1.0,Winter
2024-12-01 00:00:00,41.0421752929688,28.9764404296875,sxk97r,2.0,69.0,28.0,86.0,Snowy,0.0,0.0,1.0,Winter
2024-05-01 02:00:00,40.8663940429688,29.2620849609375,sxkb3z,18.0,112.0,59.0,32.0,,0.0,0.0,1.0,Winter
2024-03-01 01:00:00,40.9268188476563,29.2181396484375,sxkbbf,12.0,65.0,34.0,12.0,Snowy,0.0,0.0,1.0,Winter
2024-03-01 00:00:00,40.9927368164063,28.8665771484375,sxk90y,1010.0,1000.0,43.0,174.0,Rainy,0.0,0.0,1.0,Winter
2024-08-01 01:00:00,41.0311889648438,,sxk3rj,10.0,104.0,46.0,43.0,Rainy,0.0,0.0,1.0,Winter
2024-12-01 00:00:00,,28.1085205078125,sx7fpd,101.0,101.0,101.0,1.0,Rainy,0.0,0.0,1.0,Winter
2024-07-01 00:00:00,40.9707641601563,29.0863037109375,sxk9jf,4.0,49.0,24.0,38.0,Cloudy,,0.0,1.0,Winter
2024-01-01 00:00:00,41.0037231445313,29.0203857421875,sxk9k2,,98.0,41.0,59.0,Cloudy,1.0,0.0,1.0,Winter
2024-12-01 02:00:00,,29.0093994140625,sxk9s4,2.0,90.0,45.0,64.0,Snowy,0.0,0.0,1.0,Winter
2024-03-01 00:00:00,41.1520385742188,28.8995361328125,sxkd1e,54.0,110.0,73.0,143.0,Snowy,0.0,,1.0,Winter
2024-06-01 02:00:00,41.0586547851563,28.7786865234375,sxk3wf,12.0,55.0,35.0,5.0,Sunny,0.0,0.0,1.0,Winter
2024-01-01 00:00:00,,28.9984130859375,sxk97z,1.0,79.0,28.0,137.0,Snowy,0.0,0.0,1.0,Winter
2024-10-01 01:00:00,41.0806274414063,28.0645751953125,sx7cww,68.0,119.0,95.0,10.0,Rainy,0.0,,1.0,Winter
2024-05-01 00:00:00,40.9268188476563,29.3499755859375,sxkbgf,8.0,153.0,71.0,295.0,Rainy,0.0,0.0,1.0,Winter
2024-06-01 01:00:00,41.1465454101563,,sxk6p6,34.0,103.0,,20.0,Rainy,0.0,0.0,1.0,Winter
2024-11-01 02:00:00,41.1630249023438,28.3612060546875,sxk4jm,50.0,127.0,83.0,24.0,Cloudy,0.0,0.0,,
2024-07-01 00:00:00,41.0202026367188,29.1632080078125,,2.0,71.0,,61.0,Rainy,0.0,0.0,1.0,Winter
2024-07-01 00:00:00,41.0971069335938,28.3392333984375,sxk1uc,64.0,148.0,95.0,26.0,Snowy,0.0,0.0,1.0,Winter
2024-02-01 01:00:00,41.0971069335938,28.9544677734375,sxk9fc,149.0,139.0,69.0,,Snowy,0.0,0.0,1.0,Winter
2024-06-01 02:00:00,,28.8995361328125,sxk99s,6.0,47.0,26.0,19.0,Rainy,0.0,0.0,1.0,Winter
2024-01-01 00:00:00,41.0421752929688,28.4271240234375,sxk1qz,7.0,,73.0,37.0,Cloudy,1.0,0.0,1.0,Winter
2024-06-01 00:00:00,40.9817504882813,28.7347412109375,sxk3ju,2.0,104.0,31.0,247.0,Rainy,,0.0,1.0,Winter
2024-09-01 02:00:00,41.0916137695313,29.3719482421875,sxkcu2,51.0,61.0,56.0,1.0,Sunny,,0.0,1.0,Winter
2024-12-01 02:00:00,41.2014770507813,28.0535888671875,sx7fqk,69.0,,87.0,8.0,Snowy,0.0,0.0,1.0,Winter
2024-01-01 02:00:00,,28.9654541015625,sxk970,3.0,,48.0,36.0,Cloudy,0.0,0.0,1.0,Winter
2024-11-01 01:00:00,41.0092163085938,29.0863037109375,sxk9mc,5.0,131.0,48.0,,Cloudy,0.0,,1.0,Winter
2024-12-01 01:00:00,41.0641479492188,28.8555908203125,sxk98e,3.0,145.0,44.0,104.0,Snowy,0.0,0.0,1.0,Winter
2024-12-01 02:00:00,41.0202026367188,28.9215087890625,sxk965,13.0,125.0,62.0,128.0,Cloudy,,0.0,1.0,Winter
2024-03-01 02:00:00,41.0641479492188,28.6688232421875,sxk3s7,6.0,69.0,39.0,26.0,Sunny,0.0,0.0,1.0,Winter
2024-04-01 02:00:00,41.0202026367188,28.8665771484375,sxk92g,5.0,79.0,28.0,25.0,Sunny,0.0,0.0,1.0,Winter
2024-04-01 00:00:00,41.0696411132813,28.9324951171875,sxk9dk,2.0,72.0,29.0,49.0,,1.0,0.0,1.0,Winter
2024-07-01 02:00:00,41.0421752929688,28.9105224609375,sxk93z,7.0,144.0,71.0,81.0,Cloudy,0.0,0.0,,Winter
2024-12-01 00:00:00,41.0696411132813,28.1195068359375,sx7cxu,3.0,140.0,80.0,33.0,Sunny,0.0,0.0,1.0,Winter
2024-04-01 00:00:00,40.9323120117188,29.3829345703125,sxkbue,180.0,170.0,91.0,37.0,Sunny,0.0,0.0,1.0,Winter
2024-03-01 01:00:00,41.1520385742188,29.0423583984375,sxkdhg,6.0,71.0,31.0,18.0,Rainy,0.0,0.0,1.0,Winter
2024-04-01 01:00:00,41.1026000976563,28.8665771484375,sxk9bf,,,35.0,30.0,Rainy,0.0,0.0,,Winter
2024-01-01 00:00:00,41.0751342773438,28.6578369140625,sxk3sj,,,47.0,46.0,Rainy,1.0,0.0,1.0,Winter
2024-09-01 01:00:00,41.0806274414063,28.0426025390625,sx7cwn,69.0,116.0,90.0,8.0,Rainy,0.0,0.0,1.0,Winter
2024-12-01 02:00:00,41.1080932617188,28.2623291015625,sxk1g5,,,76.0,4.0,Cloudy,0.0,0.0,1.0,Winter
2024-07-01 02:00:00,41.0037231445313,28.9105224609375,sxk93b,13.0,42.0,28.0,7.0,Rainy,0.0,0.0,1.0,Winter
2024-04-01 02:00:00,41.0861206054688,,sxk9dp,180.0,370.0,26.0,5.0,,0.0,0.0,1.0,Winter
2024-06-01 02:00:00,40.9872436523438,29.2071533203125,sxkc0t,,67.0,44.0,18.0,Sunny,0.0,0.0,1.0,Winter
2024-05-01 00:00:00,41.0147094726563,29.1632080078125,sxk9rd,3.0,95.0,33.0,68.0,Snowy,0.0,0.0,,Winter
2024-12-01 01:00:00,41.3058471679688,27.9986572265625,sx7fvp,43.0,138.0,75.0,13.0,Cloudy,0.0,0.0,,Winter
2024-12-01 02:00:00,,28.8226318359375,sxk3rv,6.0,88.0,,20.0,Cloudy,,0.0,1.0,Winter
2024-03-01 01:00:00,41.0092163085938,,sxk3k9,35.0,145.0,,120.0,Rainy,0.0,,1.0,Winter
2024-10-01 02:00:00,41.0366821289063,29.0313720703125,sxk9kw,18.0,46.0,33.0,4.0,Cloudy,0.0,,1.0,Winter
2024-08-01 00:00:00,40.9762573242188,29.0643310546875,sxk9j7,4.0,40.0,21.0,15.0,Sunny,0.0,,,Winter
2024-06-01 01:00:00,40.9707641601563,28.8336181640625,sxk904,52.0,105.0,66.0,26.0,Cloudy,0.0,0.0,1.0,Winter
2024-03-01 02:00:00,41.1795043945313,28.8775634765625,sxkd30,143.0,133.0,89.0,52.0,Cloudy,1.0,0.0,1.0,Winter
2024-03-01 01:00:00,41.0092163085938,28.9874267578125,sxk979,41.0,88.0,61.0,19.0,,0.0,0.0,1.0,Winter
2024-09-01 00:00:00,,,sxk6q7,8.0,65.0,37.0,,Cloudy,0.0,0.0,1.0,Winter
2024-10-01 01:00:00,,28.8555908203125,sxkd2s,66.0,160.0,99.0,67.0,Rainy,0.0,0.0,1.0,Winter
2024-07-01 00:00:00,41.0202026367188,29.2071533203125,sxkc2e,29.0,105.0,68.0,76.0,Snowy,,0.0,1.0,
2024-05-01 01:00:00,40.9048461914063,29.3499755859375,sxkbey,41.0,89.0,,,Cloudy,0.0,0.0,1.0,Winter
2024-04-01 00:00:00,41.0916137695313,28.9324951171875,sxk9f2,30.0,,50.0,305.0,Rainy,0.0,0.0,1.0,Winter
2024-12-01 02:00:00,41.0202026367188,,sxk9mg,4.0,57.0,30.0,12.0,Cloudy,0.0,0.0,1.0,Winter
2024-07-01 01:00:00,41.0696411132813,28.6578369140625,sxk3sh,6.0,104.0,,29.0,Snowy,1.0,0.0,1.0,Winter
2024-01-01 02:00:00,41.2234497070313,28.9984130859375,sxkdeb,35.0,126.0,89.0,48.0,Cloudy,0.0,0.0,1.0,Winter
2024-05-01 02:00:00,40.9268188476563,29.4158935546875,sxkbv6,81.0,81.0,81.0,1.0,,0.0,0.0,1.0,Winter
2024-03-01 00:00:00,40.8663940429688,29.3829345703125,sxkbkx,36.0,120.0,66.0,97.0,Snowy,,0.0,,Winter
2024-03-01 00:00:00,41.0421752929688,29.1082763671875,sxk9qr,2.0,62.0,25.0,24.0,Sunny,0.0,0.0,1.0,Winter
2024-11-01 00:00:00,41.0696411132813,28.3062744140625,sxk1sh,22.0,94.0,51.0,45.0,Sunny,0.0,0.0,1.0,Winter
2024-07-01 02:00:00,,29.2840576171875,,9.0,,65.0,10.0,Sunny,,0.0,1.0,Winter
2024-09-01 00:00:00,41.0641479492188,29.2730712890625,sxkcd5,57.0,146.0,93.0,106.0,Rainy,0.0,,1.0,Winter
2024-03-01 02:00:00,41.0531616210938,28.6578369140625,sxk3s1,31.0,154.0,69.0,13.0,Cloudy,0.0,0.0,1.0,Winter
2024-09-01 00:00:00,40.9982299804688,29.0863037109375,sxk9jz,70.0,60.0,24.0,43.0,Cloudy,0.0,0.0,1.0,Winter
2024-10-01 00:00:00,41.1575317382813,28.9984130859375,sxkd5u,,51.0,51.0,1.0,Rainy,0.0,0.0,1.0,Winter
2024-07-01 00:00:00,41.0916137695313,28.0096435546875,sx7cv2,16.0,118.0,84.0,16.0,Snowy,1.0,0.0,1.0,Winter
2024-11-01 02:00:00,41.0751342773438,29.3060302734375,sxkcdv,40.0,49.0,44.0,1.0,Cloudy,,0.0,1.0,Winter
2024-01-01 02:00:00,41.0751342773438,29.3060302734375,sxkcdv,40.0,49.0,44.0,1.0,Cloudy,0.0,0.0,1.0,Winter
2024-11-01 01:00:00,41.0586547851563,28.6907958984375,sxk3sf,23.0,144.0,67.0,144.0,,,0.0,1.0,
2024-12-01 02:00:00,41.1410522460938,28.1524658203125,sxk409,41.0,130.0,81.0,15.0,Rainy,0.0,0.0,1.0,Winter
2024-06-01 01:00:00,41.0861206054688,,sxk9ez,2.0,44.0,,,Snowy,1.0,,,Winter
2024-05-01 01:00:00,41.0256958007813,,sxk93k,14.0,78.0,41.0,10.0,Snowy,0.0,0.0,1.0,
2024-02-01 01:00:00,40.8718872070313,29.2401123046875,sxkb92,17.0,107.0,72.0,38.0,Sunny,0.0,0.0,1.0,
2024-10-01 00:00:00,41.0476684570313,28.8665771484375,sxk98b,2.0,66.0,25.0,72.0,Rainy,0.0,0.0,1.0,Winter
2024-08-01 02:00:00,40.9872436523438,,sxk3pv,35.0,113.0,68.0,21.0,Rainy,0.0,0.0,1.0,Winter
2024-05-01 00:00:00,,28.8885498046875,sxk93m,5.0,50.0,22.0,,Rainy,0.0,0.0,1.0,Winter
2024-02-01 02:00:00,41.0916137695313,28.8006591796875,sxk3z2,6.0,89.0,52.0,14.0,Sunny,1.0,0.0,1.0,Winter
2024-02-01 02:00:00,41.0806274414063,29.0313720703125,sxk9sw,4.0,57.0,25.0,27.0,Cloudy,0.0,0.0,1.0,Winter
